2.000000, 2.000000, 0.000000, 0.000000, -0.050940
3.350000, 2.000000, 0.000000, -0.007641, -0.029626
4.700000, 2.000000, -0.010315, -0.012085, -0.010380
6.049928, 1.986075, -0.026630, -0.013642, 0.006454
7.399450, 1.950129, -0.045046, -0.012674, 0.020634
8.748080, 1.889337, -0.062156, -0.009579, 0.031714
10.095473, 1.805480, -0.075087, -0.004822, 0.038386
11.441669, 1.704208, -0.081596, 0.000936, 0.038428
12.787178, 1.594176, -0.080332, 0.006701, 0.025897
14.132824, 1.485845, -0.071286, 0.010585, 0.012761
15.479395, 1.389690, -0.056996, 0.012499, -0.000639
16.827203, 1.312787, -0.040122, 0.012403, -0.006673
18.176117, 1.258636, -0.023378, 0.011402, -0.009917
19.525748, 1.227079, -0.007984, 0.009915, -0.011146
20.875705, 1.216300, 0.005401, 0.008243, -0.011451
22.225685, 1.223591, 0.016529, 0.006525, -0.009749
23.575501, 1.245904, 0.025338, 0.005063, -0.009246
24.925067, 1.280107, 0.032173, 0.003676, -0.008411
26.274369, 1.323533, 0.037136, 0.002415, -0.008321
27.623438, 1.373654, 0.040396, 0.001167, -0.007246
28.972337, 1.428174, 0.041970, 0.000080, -0.006270
30.321148, 1.484817, 0.042078, -0.000861, -0.005290
31.669953, 1.541605, 0.040916, -0.001654, -0.004306
33.018823, 1.596826, 0.038682, -0.002300, -0.003406
34.367813, 1.649034, 0.035577, -0.002811, -0.002553
35.716959, 1.697052, 0.031782, -0.003194, -0.001752
37.066277, 1.739951, 0.027470, -0.003457, -0.001002
38.415768, 1.777030, 0.022803, -0.003607, -0.000305
39.765417, 1.807812, 0.017933, -0.003653, 0.000329
41.115200, 1.832021, 0.013002, -0.003604, 0.000878
42.465086, 1.849573, 0.008137, -0.003472, 0.001301
43.815041, 1.860557, 0.003450, -0.003277, 0.001565
45.165033, 1.865214, -0.000974, -0.003042, 0.001666
46.515032, 1.863899, -0.005081, -0.002792, 0.001631
47.865015, 1.857040, -0.008850, -0.002548, 0.001397
49.214962, 1.845092, -0.012290, -0.002338, 0.001122
50.564860, 1.828502, -0.015446, -0.002170, 0.000802
51.914699, 1.807651, -0.018375, -0.002049, 0.000531
53.264471, 1.782846, -0.021142, -0.001970, 0.000265
54.614169, 1.754307, -0.023801, -0.001930, 0.000000
55.963787, 1.722178, -0.026407, -0.001930, 0.000000 